,still,walking,rearing,grooming,licking hindpaw L,licking hindpaw R
still,0.0,0.8115681695706843,0.12610023351895097,0.04796119992814801,0.013651877133105802,0.0007185198491108317
walking,0.7028535980148883,0.0,0.20843672456575682,0.07149503722084367,0.016904466501240695,0.00031017369727047146
rearing,0.1955569461827284,0.4236545682102628,0.0,0.3785982478097622,0.0018773466833541927,0.00031289111389236547
grooming,0.1204933586337761,0.2428842504743833,0.5441176470588235,0.0,0.08870967741935484,0.003795066413662239
licking hindpaw L,0.40583554376657827,0.15384615384615385,0.010610079575596816,0.4297082228116711,0.0,0.0
licking hindpaw R,0.2,0.2,0.0,0.6,0.0,0.0
