File,Behavior,AvgDisplacement
2109.1M_L4_acA2040-120um__23670846__20230707_142024103DLC_resnet50_LUPE_MALEDec5shuffle1_350000,still,3.17451753880385
2109.1M_L4_acA2040-120um__23670846__20230707_142024103DLC_resnet50_LUPE_MALEDec5shuffle1_350000,walking,6.231130072477249
2109.1M_L4_acA2040-120um__23670846__20230707_142024103DLC_resnet50_LUPE_MALEDec5shuffle1_350000,rearing,3.6889004402932644
2109.1M_L4_acA2040-120um__23670846__20230707_142024103DLC_resnet50_LUPE_MALEDec5shuffle1_350000,grooming,3.8383132688935455
2109.1M_L4_acA2040-120um__23670846__20230707_142024103DLC_resnet50_LUPE_MALEDec5shuffle1_350000,licking hindpaw L,6.737287642573289
2109.1M_L4_acA2040-120um__23670846__20230707_142024103DLC_resnet50_LUPE_MALEDec5shuffle1_350000,licking hindpaw R,2.5183931557621824
