State 1,State 2,State 3,State 4,State 5,State 6,Condition,Animal
0.669928400954654,1.0283625730994153,0.9348747591522157,0.9073529411764706,0.8153846153846155,0.3333333333333333,Group1_0mgkg,Female_Group1_0mgkg_3_2089.0F_L3_acA2040-120um__23701299__20230726_124215243DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
0.8004081632653062,0.9731634182908546,1.0105691056910568,1.1123239436619718,0.8608108108108109,2.066666666666667,Group1_0mgkg,Female_Group1_0mgkg_3_2089.1F_L4_acA2040-120um__23670846__20230726_124402448DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
0.8194560669456067,0.9958266452648477,0.9740518962075847,0.8009740259740259,1.2975609756097561,0.0,Group1_0mgkg,Female_Group1_0mgkg_3_2089.2F_L1_acA2040-120um__23670847__20230726_131521683DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
0.6792043399638336,0.9818820224719103,0.8903157894736842,0.8234323432343236,1.6533333333333333,1.0999999999999999,Group1_0mgkg,Female_Group1_0mgkg_3_2089.3F_L2_acA2040-120um__23701274__20230726_131827101DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
1.5684210526315787,0.8749506903353058,1.1762237762237762,1.355882352941176,1.5311111111111109,1.2750000000000001,Group1_0mgkg,Female_Group1_0mgkg_3_2089.3F_L3_acA2040-120um__23701299__20230726_132020252DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
1.0161849710982658,0.7974496644295302,0.8552715654952077,0.918877551020408,1.3769230769230771,0.6,Group1_0mgkg,Female_Group1_0mgkg_3_2090.1F_L1_acA2040-120um__23670847__20230726_135222763DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
0.713793103448276,1.173907284768212,0.8304843304843305,0.6617647058823529,2.319047619047619,0.2,Group1_0mgkg,Female_Group1_0mgkg_3_2090.2F_L2_acA2040-120um__23701274__20230726_135540080DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
1.0836007130124776,1.0472468916518651,0.9622137404580153,1.577511961722488,0.7166666666666668,0.875,Group1_0mgkg,Female_Group1_0mgkg_3_2090.3F_L3_acA2040-120um__23701299__20230726_135721147DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
1.0654611211573237,1.2923714759535654,0.9769662921348313,1.4061224489795918,0.7578947368421053,1.4733333333333332,Group1_0mgkg,Female_Group1_0mgkg_3_2090.4F_L4_acA2040-120um__23670846__20230726_135906051DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
0.806282722513089,1.3191693290734825,0.9482758620689655,1.9242857142857142,1.3170212765957447,1.7666666666666666,Group2_0.5mgkg,Female_Group2_0.5mgkg_3_2093.0F_L3_acA2040-120um__23701299__20230727_120813953DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
1.2401724137931034,1.1118110236220475,0.9467889908256881,1.650420168067227,0.9970149253731345,0.8300000000000001,Group2_0.5mgkg,Female_Group2_0.5mgkg_3_2093.1F_L4_acA2040-120um__23670846__20230727_120925685DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
0.8864150943396225,1.0966453674121406,0.9952830188679245,1.5716666666666665,3.033333333333333,1.9679245283018867,Group2_0.5mgkg,Female_Group2_0.5mgkg_3_2093.2_F_L1_acA2040-120um__23670847__20230727_124057710DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
0.751510067114094,1.3502631578947366,0.926126126126126,1.1077922077922078,0.9205882352941177,1.2333333333333334,Group2_0.5mgkg,Female_Group2_0.5mgkg_3_2093.3_F_L2_acA2040-120um__23701274__20230727_124438565DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
1.0155786350148368,1.0817415730337079,0.9355421686746989,1.9195121951219514,1.0473684210526315,2.1166666666666667,Group2_0.5mgkg,Female_Group2_0.5mgkg_3_2093.4F_L3_acA2040-120um__23701299__20230727_124546676DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
0.7063636363636363,1.4195041322314048,0.8964285714285715,1.8677777777777773,0.9171428571428569,0.6833333333333332,Group2_0.5mgkg,Female_Group2_0.5mgkg_3_2094.0F_L4_acA2040-120um__23670846__20230727_124726076DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
0.6383429672447013,1.3015151515151517,0.9524691358024692,0.9999999999999999,0.8351351351351349,0.5750000000000001,Group2_0.5mgkg,Female_Group2_0.5mgkg_3_2094.1_F_L1_acA2040-120um__23670847__20230727_131848577DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
0.8040772532188842,1.256115107913669,0.810431654676259,1.5863970588235294,0.782258064516129,2.7,Group2_0.5mgkg,Female_Group2_0.5mgkg_3_2094.2_F_L2_acA2040-120um__23701274__20230727_132250261DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
0.6366609294320138,1.5697841726618704,0.9344444444444444,1.145217391304348,0.6421052631578947,0.9249999999999999,Group2_0.5mgkg,Female_Group2_0.5mgkg_3_2094.3F_L3_acA2040-120um__23701299__20230727_132355459DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
0.8067538126361656,1.1249586776859504,1.040655737704918,2.3052325581395348,0.7444444444444445,1.8875000000000002,Group2_0.5mgkg,Female_Group2_0.5mgkg_3_2094.4F_L4_acA2040-120um__23670846__20230727_132532821DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
1.1482638888888888,1.1845659163987137,0.9845161290322582,1.751304347826087,0.7181818181818181,4.0,Group3_1.0mgkg,Female_Group3_1.0mgkg_3_2097.0F_L3_acA2040-120um__23701299__20230727_151257408DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
1.1913732394366199,1.2746666666666666,0.8704545454545454,2.191358024691358,1.6098360655737705,1.55,Group3_1.0mgkg,Female_Group3_1.0mgkg_3_2097.1F_L4_acA2040-120um__23670846__20230727_151417984DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
0.9342307692307692,1.1917573872472784,0.8326409495548962,1.1101522842639593,1.425806451612903,0.55,Group3_1.0mgkg,Female_Group3_1.0mgkg_3_2097.2_F_L1_acA2040-120um__23670847__20230727_154557912DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
0.9893401015228427,1.1400943396226415,0.9333333333333333,1.609219858156028,1.2236363636363639,0.0,Group3_1.0mgkg,Female_Group3_1.0mgkg_3_2097.3_F_L2_acA2040-120um__23701274__20230727_154937725DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
0.9834710743801653,1.2571183533447683,1.4119469026548674,1.8314516129032257,0.9717391304347825,0.2,Group3_1.0mgkg,Female_Group3_1.0mgkg_3_2097.4F_L3_acA2040-120um__23701299__20230727_155048324DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
0.662724935732648,1.0896103896103897,0.9006072874493927,0.9945714285714287,1.0166666666666668,1.5571428571428572,Group3_1.0mgkg,Female_Group3_1.0mgkg_3_2098.0F_L4_acA2040-120um__23670846__20230727_155216835DLC_resnet50_LUPE_MALEDec5shuffle1_350000.csv
