File,Behavior,AvgDisplacement
1_2087.4_M_L1_acA2040-120um__23670847__20230707_103354822DLC_resnet50_LUPE_MALEDec5shuffle1_350000,still,3.198792672714597
1_2087.4_M_L1_acA2040-120um__23670847__20230707_103354822DLC_resnet50_LUPE_MALEDec5shuffle1_350000,walking,6.778785804142858
1_2087.4_M_L1_acA2040-120um__23670847__20230707_103354822DLC_resnet50_LUPE_MALEDec5shuffle1_350000,rearing,3.435411806911816
1_2087.4_M_L1_acA2040-120um__23670847__20230707_103354822DLC_resnet50_LUPE_MALEDec5shuffle1_350000,grooming,3.2453221433384996
1_2087.4_M_L1_acA2040-120um__23670847__20230707_103354822DLC_resnet50_LUPE_MALEDec5shuffle1_350000,licking hindpaw L,6.197924899436519
1_2087.4_M_L1_acA2040-120um__23670847__20230707_103354822DLC_resnet50_LUPE_MALEDec5shuffle1_350000,licking hindpaw R,4.010457499013035
