time_seconds,behavior,behavior_label
5.533333333333333,2,rearing
5.55,2,rearing
5.566666666666666,2,rearing
5.583333333333333,2,rearing
5.6,2,rearing
5.616666666666666,2,rearing
5.633333333333334,2,rearing
5.65,2,rearing
5.666666666666667,2,rearing
5.683333333333334,2,rearing
5.7,2,rearing
5.716666666666667,2,rearing
5.733333333333333,2,rearing
5.75,2,rearing
5.766666666666667,2,rearing
5.783333333333333,2,rearing
5.8,2,rearing
5.816666666666666,2,rearing
5.833333333333333,2,rearing
5.85,2,rearing
5.866666666666666,2,rearing
5.883333333333334,2,rearing
5.9,2,rearing
5.916666666666667,2,rearing
5.933333333333334,2,rearing
5.95,2,rearing
5.966666666666667,2,rearing
5.983333333333333,2,rearing
6.0,1,walking
6.016666666666667,1,walking
6.033333333333333,1,walking
6.05,1,walking
6.066666666666666,1,walking
6.083333333333333,1,walking
6.1,1,walking
6.116666666666666,1,walking
6.133333333333334,1,walking
6.15,1,walking
6.166666666666667,1,walking
6.183333333333334,1,walking
6.2,1,walking
6.216666666666667,1,walking
6.233333333333333,1,walking
6.25,1,walking
6.266666666666667,1,walking
6.283333333333333,1,walking
6.3,1,walking
6.316666666666666,1,walking
6.333333333333333,1,walking
6.35,1,walking
6.366666666666666,1,walking
6.383333333333334,1,walking
6.4,1,walking
6.416666666666667,1,walking
6.433333333333334,1,walking
6.45,1,walking
6.466666666666667,1,walking
6.483333333333333,1,walking
6.5,1,walking
6.516666666666667,1,walking
6.533333333333333,1,walking
6.55,1,walking
6.566666666666666,1,walking
6.583333333333333,1,walking
6.6,1,walking
6.616666666666666,1,walking
6.633333333333334,1,walking
6.65,1,walking
6.666666666666667,1,walking
6.683333333333334,1,walking
6.7,1,walking
6.716666666666667,1,walking
6.733333333333333,1,walking
6.75,1,walking
6.766666666666667,1,walking
6.783333333333333,1,walking
6.8,1,walking
6.816666666666666,1,walking
6.833333333333333,1,walking
6.85,1,walking
6.866666666666666,1,walking
6.883333333333334,1,walking
6.9,1,walking
6.916666666666667,1,walking
6.933333333333334,1,walking
6.95,1,walking
6.966666666666667,1,walking
6.983333333333333,1,walking
7.0,1,walking
7.016666666666667,1,walking
7.033333333333333,1,walking
7.05,1,walking
7.066666666666666,1,walking
7.083333333333333,1,walking
7.1,1,walking
7.116666666666666,1,walking
7.133333333333334,1,walking
7.15,1,walking
7.166666666666667,1,walking
7.183333333333334,1,walking
7.2,1,walking
7.216666666666667,1,walking
7.233333333333333,1,walking
7.25,1,walking
7.266666666666667,1,walking
7.283333333333333,1,walking
7.3,1,walking
7.316666666666666,1,walking
7.333333333333333,1,walking
7.35,1,walking
7.366666666666666,1,walking
7.383333333333334,1,walking
7.4,1,walking
7.416666666666667,1,walking
7.433333333333334,1,walking
7.45,1,walking
7.466666666666667,1,walking
7.483333333333333,1,walking
7.5,1,walking
7.516666666666667,1,walking
7.533333333333333,1,walking
7.55,1,walking
7.566666666666666,1,walking
7.583333333333333,1,walking
7.6,1,walking
7.616666666666666,1,walking
7.633333333333334,1,walking
7.65,1,walking
7.666666666666667,1,walking
7.683333333333334,1,walking
7.7,1,walking
7.716666666666667,1,walking
7.733333333333333,1,walking
7.75,1,walking
7.766666666666667,1,walking
7.783333333333333,1,walking
7.8,1,walking
7.816666666666666,1,walking
7.833333333333333,1,walking
7.85,1,walking
7.866666666666666,1,walking
7.883333333333334,1,walking
7.9,1,walking
7.916666666666667,1,walking
7.933333333333334,1,walking
7.95,1,walking
7.966666666666667,1,walking
7.983333333333333,1,walking
8.0,1,walking
8.016666666666667,1,walking
8.033333333333333,1,walking
8.05,1,walking
8.066666666666666,1,walking
8.083333333333334,1,walking
8.1,1,walking
8.116666666666667,1,walking
8.133333333333333,1,walking
8.15,1,walking
8.166666666666666,1,walking
8.183333333333334,1,walking
8.2,1,walking
8.216666666666667,1,walking
8.233333333333333,1,walking
8.25,1,walking
8.266666666666667,1,walking
8.283333333333333,1,walking
8.3,1,walking
8.316666666666666,1,walking
8.333333333333334,1,walking
8.35,1,walking
8.366666666666667,1,walking
8.383333333333333,1,walking
8.4,1,walking
8.416666666666666,1,walking
8.433333333333334,1,walking
8.45,1,walking
8.466666666666667,1,walking
8.483333333333333,1,walking
8.5,1,walking
8.516666666666667,1,walking
8.533333333333333,1,walking
8.55,1,walking
8.566666666666666,1,walking
8.583333333333334,1,walking
8.6,1,walking
8.616666666666667,1,walking
8.633333333333333,1,walking
8.65,1,walking
8.666666666666666,1,walking
8.683333333333334,1,walking
8.7,1,walking
8.716666666666667,1,walking
8.733333333333333,1,walking
8.75,1,walking
8.766666666666667,1,walking
8.783333333333333,1,walking
8.8,1,walking
8.816666666666666,1,walking
8.833333333333334,1,walking
8.85,1,walking
8.866666666666667,1,walking
8.883333333333333,1,walking
8.9,2,rearing
8.916666666666666,2,rearing
8.933333333333334,2,rearing
8.95,2,rearing
8.966666666666667,2,rearing
8.983333333333333,2,rearing
9.0,2,rearing
9.016666666666667,2,rearing
9.033333333333333,2,rearing
9.05,2,rearing
9.066666666666666,2,rearing
9.083333333333334,2,rearing
9.1,2,rearing
9.116666666666667,2,rearing
9.133333333333333,2,rearing
9.15,2,rearing
9.166666666666666,2,rearing
9.183333333333334,2,rearing
9.2,2,rearing
9.216666666666667,2,rearing
9.233333333333333,2,rearing
9.25,2,rearing
9.266666666666667,2,rearing
9.283333333333333,2,rearing
9.3,2,rearing
9.316666666666666,2,rearing
9.333333333333334,2,rearing
9.35,2,rearing
9.366666666666667,2,rearing
9.383333333333333,2,rearing
9.4,2,rearing
9.416666666666666,2,rearing
9.433333333333334,2,rearing
9.45,2,rearing
9.466666666666667,2,rearing
9.483333333333333,2,rearing
9.5,2,rearing
9.516666666666667,2,rearing
9.533333333333333,2,rearing
9.55,2,rearing
9.566666666666666,2,rearing
9.583333333333334,2,rearing
9.6,2,rearing
9.616666666666667,2,rearing
9.633333333333333,2,rearing
9.65,2,rearing
9.666666666666666,2,rearing
9.683333333333334,2,rearing
9.7,2,rearing
9.716666666666667,2,rearing
9.733333333333333,2,rearing
9.75,2,rearing
9.766666666666667,2,rearing
9.783333333333333,2,rearing
9.8,2,rearing
9.816666666666666,2,rearing
9.833333333333334,2,rearing
9.85,2,rearing
9.866666666666667,2,rearing
9.883333333333333,2,rearing
9.9,2,rearing
9.916666666666666,2,rearing
9.933333333333334,2,rearing
9.95,2,rearing
9.966666666666667,2,rearing
9.983333333333333,2,rearing
10.0,2,rearing
10.016666666666667,2,rearing
10.033333333333333,2,rearing
10.05,2,rearing
10.066666666666666,2,rearing
10.083333333333334,2,rearing
10.1,2,rearing
10.116666666666667,2,rearing
10.133333333333333,2,rearing
10.15,2,rearing
10.166666666666666,2,rearing
10.183333333333334,2,rearing
10.2,2,rearing
10.216666666666667,2,rearing
10.233333333333333,2,rearing
10.25,2,rearing
10.266666666666667,2,rearing
10.283333333333333,2,rearing
10.3,1,walking
10.316666666666666,1,walking
10.333333333333334,1,walking
10.35,1,walking
10.366666666666667,1,walking
10.383333333333333,1,walking
10.4,1,walking
10.416666666666666,1,walking
10.433333333333334,1,walking
10.45,1,walking
10.466666666666667,1,walking
10.483333333333333,1,walking
10.5,1,walking
10.516666666666667,1,walking
10.533333333333333,1,walking
10.55,1,walking
10.566666666666666,1,walking
10.583333333333334,1,walking
10.6,1,walking
10.616666666666667,1,walking
10.633333333333333,1,walking
10.65,1,walking
10.666666666666666,1,walking
10.683333333333334,1,walking
10.7,1,walking
10.716666666666667,1,walking
10.733333333333333,1,walking
10.75,1,walking
10.766666666666667,1,walking
10.783333333333333,1,walking
10.8,1,walking
10.816666666666666,1,walking
10.833333333333334,1,walking
10.85,1,walking
10.866666666666667,1,walking
10.883333333333333,1,walking
10.9,1,walking
10.916666666666666,1,walking
10.933333333333334,1,walking
10.95,1,walking
10.966666666666667,1,walking
10.983333333333333,1,walking
11.0,1,walking
11.016666666666667,1,walking
11.033333333333333,1,walking
11.05,1,walking
11.066666666666666,1,walking
11.083333333333334,1,walking
11.1,1,walking
11.116666666666667,1,walking
11.133333333333333,1,walking
11.15,1,walking
11.166666666666666,1,walking
11.183333333333334,1,walking
11.2,1,walking
11.216666666666667,1,walking
11.233333333333333,1,walking
11.25,1,walking
11.266666666666667,1,walking
11.283333333333333,1,walking
11.3,1,walking
11.316666666666666,1,walking
11.333333333333334,1,walking
11.35,1,walking
11.366666666666667,1,walking
11.383333333333333,1,walking
11.4,1,walking
11.416666666666666,1,walking
11.433333333333334,1,walking
11.45,1,walking
11.466666666666667,1,walking
11.483333333333333,1,walking
11.5,1,walking
11.516666666666667,1,walking
11.533333333333333,1,walking
11.55,1,walking
11.566666666666666,1,walking
11.583333333333334,1,walking
11.6,1,walking
11.616666666666667,1,walking
11.633333333333333,1,walking
11.65,1,walking
11.666666666666666,1,walking
11.683333333333334,1,walking
11.7,1,walking
11.716666666666667,1,walking
11.733333333333333,1,walking
11.75,1,walking
11.766666666666667,1,walking
11.783333333333333,1,walking
11.8,1,walking
11.816666666666666,1,walking
11.833333333333334,1,walking
11.85,1,walking
11.866666666666667,1,walking
11.883333333333333,1,walking
11.9,1,walking
11.916666666666666,1,walking
11.933333333333334,1,walking
11.95,1,walking
11.966666666666667,1,walking
11.983333333333333,1,walking
12.0,1,walking
12.016666666666667,1,walking
12.033333333333333,1,walking
12.05,1,walking
12.066666666666666,1,walking
12.083333333333334,1,walking
12.1,0,still
12.116666666666667,0,still
12.133333333333333,0,still
12.15,0,still
12.166666666666666,0,still
12.183333333333334,0,still
12.2,0,still
12.216666666666667,0,still
12.233333333333333,0,still
12.25,0,still
12.266666666666667,0,still
12.283333333333333,0,still
12.3,1,walking
12.316666666666666,1,walking
12.333333333333334,1,walking
12.35,1,walking
12.366666666666667,1,walking
12.383333333333333,1,walking
12.4,1,walking
12.416666666666666,1,walking
12.433333333333334,1,walking
12.45,1,walking
12.466666666666667,1,walking
12.483333333333333,1,walking
12.5,1,walking
12.516666666666667,1,walking
12.533333333333333,1,walking
12.55,1,walking
12.566666666666666,1,walking
12.583333333333334,1,walking
12.6,1,walking
12.616666666666667,1,walking
12.633333333333333,1,walking
12.65,1,walking
12.666666666666666,1,walking
12.683333333333334,1,walking
12.7,1,walking
12.716666666666667,1,walking
12.733333333333333,1,walking
12.75,1,walking
12.766666666666667,1,walking
12.783333333333333,1,walking
12.8,1,walking
12.816666666666666,1,walking
12.833333333333334,1,walking
12.85,1,walking
12.866666666666667,1,walking
12.883333333333333,1,walking
12.9,1,walking
12.916666666666666,1,walking
12.933333333333334,1,walking
12.95,1,walking
12.966666666666667,1,walking
12.983333333333333,1,walking
13.0,1,walking
13.016666666666667,1,walking
13.033333333333333,1,walking
13.05,1,walking
13.066666666666666,1,walking
13.083333333333334,1,walking
13.1,1,walking
13.116666666666667,1,walking
13.133333333333333,1,walking
13.15,1,walking
13.166666666666666,1,walking
13.183333333333334,1,walking
13.2,1,walking
13.216666666666667,1,walking
13.233333333333333,1,walking
13.25,1,walking
13.266666666666667,1,walking
13.283333333333333,1,walking
13.3,1,walking
13.316666666666666,1,walking
13.333333333333334,1,walking
13.35,1,walking
13.366666666666667,1,walking
13.383333333333333,1,walking
13.4,1,walking
13.416666666666666,1,walking
13.433333333333334,1,walking
13.45,1,walking
13.466666666666667,1,walking
13.483333333333333,1,walking
13.5,1,walking
13.516666666666667,1,walking
13.533333333333333,1,walking
13.55,1,walking
13.566666666666666,1,walking
13.583333333333334,1,walking
13.6,1,walking
13.616666666666667,1,walking
13.633333333333333,1,walking
13.65,1,walking
13.666666666666666,1,walking
13.683333333333334,1,walking
13.7,1,walking
13.716666666666667,1,walking
13.733333333333333,1,walking
13.75,1,walking
13.766666666666667,1,walking
13.783333333333333,1,walking
13.8,1,walking
13.816666666666666,1,walking
13.833333333333334,1,walking
13.85,1,walking
13.866666666666667,1,walking
13.883333333333333,1,walking
13.9,1,walking
13.916666666666666,1,walking
13.933333333333334,1,walking
13.95,1,walking
13.966666666666667,1,walking
13.983333333333333,1,walking
14.0,1,walking
14.016666666666667,1,walking
14.033333333333333,1,walking
14.05,1,walking
14.066666666666666,1,walking
14.083333333333334,1,walking
14.1,1,walking
14.116666666666667,1,walking
14.133333333333333,1,walking
14.15,1,walking
14.166666666666666,1,walking
14.183333333333334,1,walking
14.2,1,walking
14.216666666666667,1,walking
14.233333333333333,1,walking
14.25,1,walking
14.266666666666667,1,walking
14.283333333333333,1,walking
14.3,1,walking
14.316666666666666,1,walking
14.333333333333334,1,walking
14.35,1,walking
14.366666666666667,1,walking
14.383333333333333,1,walking
14.4,2,rearing
14.416666666666666,2,rearing
14.433333333333334,2,rearing
14.45,2,rearing
14.466666666666667,2,rearing
14.483333333333333,2,rearing
14.5,2,rearing
14.516666666666667,2,rearing
14.533333333333333,2,rearing
14.55,2,rearing
14.566666666666666,2,rearing
14.583333333333334,2,rearing
14.6,2,rearing
14.616666666666667,2,rearing
14.633333333333333,2,rearing
14.65,2,rearing
14.666666666666666,2,rearing
14.683333333333334,2,rearing
14.7,2,rearing
14.716666666666667,2,rearing
14.733333333333333,2,rearing
14.75,2,rearing
14.766666666666667,2,rearing
14.783333333333333,2,rearing
14.8,2,rearing
14.816666666666666,2,rearing
14.833333333333334,2,rearing
14.85,2,rearing
14.866666666666667,2,rearing
14.883333333333333,2,rearing
14.9,2,rearing
14.916666666666666,2,rearing
14.933333333333334,2,rearing
14.95,2,rearing
14.966666666666667,2,rearing
14.983333333333333,2,rearing
15.0,1,walking
15.016666666666667,1,walking
15.033333333333333,1,walking
15.05,1,walking
15.066666666666666,1,walking
15.083333333333334,1,walking
15.1,1,walking
15.116666666666667,1,walking
15.133333333333333,1,walking
15.15,1,walking
15.166666666666666,1,walking
15.183333333333334,1,walking
15.2,1,walking
15.216666666666667,1,walking
15.233333333333333,1,walking
15.25,1,walking
15.266666666666667,1,walking
15.283333333333333,1,walking
15.3,1,walking
15.316666666666666,1,walking
15.333333333333334,1,walking
15.35,1,walking
15.366666666666667,1,walking
15.383333333333333,1,walking
15.4,1,walking
15.416666666666666,1,walking
15.433333333333334,1,walking
15.45,1,walking
15.466666666666667,1,walking
15.483333333333333,1,walking
15.5,1,walking
15.516666666666667,1,walking
15.533333333333333,1,walking
15.55,1,walking
15.566666666666666,1,walking
15.583333333333334,1,walking
15.6,1,walking
15.616666666666667,1,walking
15.633333333333333,1,walking
15.65,1,walking
15.666666666666666,1,walking
15.683333333333334,1,walking
15.7,2,rearing
15.716666666666667,2,rearing
15.733333333333333,2,rearing
15.75,2,rearing
15.766666666666667,2,rearing
15.783333333333333,2,rearing
15.8,2,rearing
15.816666666666666,2,rearing
15.833333333333334,2,rearing
15.85,2,rearing
15.866666666666667,2,rearing
15.883333333333333,2,rearing
15.9,2,rearing
15.916666666666666,2,rearing
15.933333333333334,2,rearing
15.95,2,rearing
15.966666666666667,2,rearing
15.983333333333333,2,rearing
16.0,2,rearing
16.016666666666666,2,rearing
16.033333333333335,2,rearing
16.05,2,rearing
16.066666666666666,2,rearing
16.083333333333332,2,rearing
16.1,2,rearing
16.116666666666667,2,rearing
16.133333333333333,2,rearing
16.15,2,rearing
16.166666666666668,2,rearing
16.183333333333334,2,rearing
16.2,1,walking
16.216666666666665,1,walking
16.233333333333334,1,walking
16.25,1,walking
16.266666666666666,1,walking
16.283333333333335,1,walking
16.3,1,walking
16.316666666666666,1,walking
16.333333333333332,1,walking
16.35,1,walking
16.366666666666667,1,walking
16.383333333333333,1,walking
16.4,1,walking
16.416666666666668,1,walking
16.433333333333334,1,walking
16.45,1,walking
16.466666666666665,1,walking
16.483333333333334,1,walking
16.5,1,walking
16.516666666666666,1,walking
16.533333333333335,1,walking
16.55,1,walking
16.566666666666666,1,walking
16.583333333333332,1,walking
16.6,1,walking
16.616666666666667,1,walking
16.633333333333333,1,walking
16.65,1,walking
16.666666666666668,1,walking
16.683333333333334,1,walking
16.7,1,walking
16.716666666666665,1,walking
16.733333333333334,1,walking
16.75,1,walking
16.766666666666666,1,walking
16.783333333333335,1,walking
16.8,1,walking
16.816666666666666,1,walking
16.833333333333332,1,walking
16.85,1,walking
16.866666666666667,1,walking
16.883333333333333,1,walking
16.9,1,walking
16.916666666666668,1,walking
16.933333333333334,1,walking
16.95,1,walking
16.966666666666665,1,walking
16.983333333333334,1,walking
17.0,1,walking
17.016666666666666,1,walking
17.033333333333335,1,walking
17.05,1,walking
17.066666666666666,1,walking
17.083333333333332,1,walking
17.1,1,walking
17.116666666666667,1,walking
17.133333333333333,1,walking
17.15,1,walking
17.166666666666668,1,walking
17.183333333333334,1,walking
17.2,1,walking
17.216666666666665,1,walking
17.233333333333334,1,walking
17.25,1,walking
17.266666666666666,1,walking
17.283333333333335,1,walking
17.3,1,walking
17.316666666666666,1,walking
17.333333333333332,1,walking
17.35,1,walking
17.366666666666667,1,walking
17.383333333333333,1,walking
17.4,1,walking
17.416666666666668,1,walking
17.433333333333334,1,walking
17.45,1,walking
17.466666666666665,1,walking
17.483333333333334,1,walking
17.5,1,walking
17.516666666666666,1,walking
17.533333333333335,1,walking
17.55,1,walking
17.566666666666666,1,walking
17.583333333333332,1,walking
17.6,1,walking
17.616666666666667,1,walking
17.633333333333333,1,walking
17.65,1,walking
17.666666666666668,1,walking
17.683333333333334,1,walking
17.7,1,walking
17.716666666666665,1,walking
17.733333333333334,1,walking
17.75,1,walking
17.766666666666666,1,walking
17.783333333333335,1,walking
17.8,1,walking
17.816666666666666,1,walking
17.833333333333332,1,walking
17.85,1,walking
17.866666666666667,1,walking
17.883333333333333,1,walking
17.9,1,walking
17.916666666666668,1,walking
17.933333333333334,1,walking
17.95,1,walking
17.966666666666665,1,walking
17.983333333333334,1,walking
18.0,1,walking
18.016666666666666,1,walking
18.033333333333335,1,walking
18.05,1,walking
18.066666666666666,1,walking
18.083333333333332,1,walking
18.1,1,walking
18.116666666666667,1,walking
18.133333333333333,1,walking
18.15,1,walking
18.166666666666668,1,walking
18.183333333333334,1,walking
18.2,1,walking
18.216666666666665,1,walking
18.233333333333334,1,walking
18.25,1,walking
18.266666666666666,1,walking
18.283333333333335,1,walking
18.3,1,walking
18.316666666666666,1,walking
18.333333333333332,1,walking
18.35,1,walking
18.366666666666667,1,walking
18.383333333333333,1,walking
18.4,1,walking
18.416666666666668,1,walking
18.433333333333334,1,walking
18.45,1,walking
18.466666666666665,1,walking
18.483333333333334,1,walking
18.5,1,walking
18.516666666666666,1,walking
18.533333333333335,1,walking
18.55,1,walking
18.566666666666666,1,walking
18.583333333333332,1,walking
18.6,1,walking
18.616666666666667,1,walking
18.633333333333333,1,walking
18.65,1,walking
18.666666666666668,1,walking
18.683333333333334,1,walking
18.7,1,walking
18.716666666666665,1,walking
18.733333333333334,1,walking
18.75,1,walking
18.766666666666666,1,walking
18.783333333333335,1,walking
18.8,1,walking
18.816666666666666,1,walking
18.833333333333332,1,walking
18.85,1,walking
18.866666666666667,1,walking
18.883333333333333,1,walking
18.9,1,walking
18.916666666666668,1,walking
18.933333333333334,1,walking
18.95,1,walking
18.966666666666665,1,walking
18.983333333333334,1,walking
19.0,1,walking
19.016666666666666,1,walking
19.033333333333335,1,walking
19.05,1,walking
19.066666666666666,1,walking
19.083333333333332,1,walking
19.1,1,walking
19.116666666666667,1,walking
19.133333333333333,1,walking
19.15,1,walking
19.166666666666668,1,walking
19.183333333333334,1,walking
19.2,2,rearing
19.216666666666665,2,rearing
19.233333333333334,2,rearing
19.25,2,rearing
19.266666666666666,2,rearing
19.283333333333335,2,rearing
19.3,2,rearing
19.316666666666666,2,rearing
19.333333333333332,2,rearing
19.35,2,rearing
19.366666666666667,2,rearing
19.383333333333333,2,rearing
19.4,2,rearing
19.416666666666668,2,rearing
19.433333333333334,2,rearing
19.45,2,rearing
19.466666666666665,2,rearing
19.483333333333334,2,rearing
