frame,behavior,behavior_label
33638,1,walking
33639,1,walking
33640,1,walking
33641,1,walking
33642,1,walking
33643,1,walking
33644,1,walking
33645,1,walking
33646,1,walking
33647,1,walking
33648,1,walking
33649,1,walking
33650,1,walking
33651,1,walking
33652,1,walking
33653,1,walking
33654,1,walking
33655,1,walking
33656,1,walking
33657,1,walking
33658,1,walking
33659,1,walking
33660,1,walking
33661,1,walking
33662,1,walking
33663,1,walking
33664,1,walking
33665,1,walking
33666,1,walking
33667,0,still
33668,0,still
33669,0,still
33670,0,still
33671,0,still
33672,0,still
33673,0,still
33674,0,still
33675,0,still
33676,0,still
33677,0,still
33678,0,still
33679,1,walking
33680,1,walking
33681,1,walking
33682,1,walking
33683,1,walking
33684,1,walking
33685,1,walking
33686,1,walking
33687,1,walking
33688,1,walking
33689,1,walking
33690,1,walking
33691,1,walking
33692,1,walking
33693,1,walking
33694,1,walking
33695,1,walking
33696,1,walking
33697,1,walking
33698,1,walking
33699,1,walking
33700,1,walking
33701,1,walking
33702,1,walking
33703,1,walking
33704,1,walking
33705,1,walking
33706,1,walking
33707,1,walking
33708,1,walking
33709,1,walking
33710,1,walking
33711,1,walking
33712,1,walking
33713,1,walking
33714,1,walking
33715,1,walking
33716,1,walking
33717,1,walking
33718,1,walking
33719,1,walking
33720,1,walking
33721,1,walking
33722,1,walking
33723,1,walking
33724,1,walking
33725,1,walking
33726,1,walking
33727,1,walking
33728,1,walking
33729,1,walking
33730,1,walking
33731,1,walking
33732,1,walking
33733,1,walking
33734,1,walking
33735,1,walking
33736,1,walking
33737,1,walking
33738,1,walking
33739,0,still
33740,0,still
33741,0,still
33742,0,still
33743,0,still
33744,0,still
33745,0,still
33746,0,still
33747,0,still
33748,0,still
33749,0,still
33750,0,still
33751,0,still
33752,0,still
33753,0,still
33754,0,still
33755,0,still
33756,0,still
33757,0,still
33758,0,still
33759,0,still
33760,0,still
33761,0,still
33762,0,still
33763,1,walking
33764,1,walking
33765,1,walking
33766,1,walking
33767,1,walking
33768,1,walking
33769,1,walking
33770,1,walking
33771,1,walking
33772,1,walking
33773,1,walking
33774,1,walking
33775,1,walking
33776,1,walking
33777,1,walking
33778,1,walking
33779,1,walking
33780,1,walking
33781,1,walking
33782,1,walking
33783,1,walking
33784,1,walking
33785,1,walking
33786,1,walking
33787,1,walking
33788,1,walking
33789,1,walking
33790,1,walking
33791,1,walking
33792,1,walking
33793,1,walking
33794,1,walking
33795,1,walking
33796,1,walking
33797,1,walking
33798,1,walking
33799,2,rearing
33800,2,rearing
33801,2,rearing
33802,2,rearing
33803,2,rearing
33804,2,rearing
33805,2,rearing
33806,2,rearing
33807,2,rearing
33808,2,rearing
33809,2,rearing
33810,2,rearing
33811,2,rearing
33812,2,rearing
33813,2,rearing
33814,2,rearing
33815,2,rearing
33816,2,rearing
33817,2,rearing
33818,2,rearing
33819,2,rearing
33820,2,rearing
33821,2,rearing
33822,2,rearing
33823,2,rearing
33824,2,rearing
33825,2,rearing
33826,2,rearing
33827,2,rearing
33828,2,rearing
33829,2,rearing
33830,2,rearing
33831,2,rearing
33832,2,rearing
33833,2,rearing
33834,2,rearing
33835,1,walking
33836,1,walking
33837,1,walking
33838,1,walking
33839,1,walking
33840,1,walking
33841,1,walking
33842,1,walking
33843,1,walking
33844,1,walking
33845,1,walking
