behavior,duration
still,0.3
still,0.2
still,3.6
still,0.5
still,0.6
still,0.7
still,1.0
still,1.4
still,0.4
still,0.7
still,1.1
still,0.6
still,0.7
still,0.9
still,0.2
still,0.9
still,0.9
still,0.3
still,0.8
still,2.0
still,0.2
still,1.0
still,0.7
still,0.5
still,0.7
still,1.3
still,0.4
still,1.1
still,0.2
still,2.1
still,0.3
still,2.3
still,0.4
still,0.6
still,1.4
still,0.2
still,0.3
still,7.8
still,0.2
still,0.4
still,1.6
still,0.6
still,3.0
still,1.6
still,1.5
still,1.9
still,3.3
still,2.1
still,0.5
still,1.1
still,1.1
still,0.4
still,2.1
still,4.0
still,14.5
still,7.1
still,0.2
still,1.6
still,0.7
still,1.0
still,0.3
still,0.6
still,0.3
still,2.5
still,0.9
still,1.0
still,5.7
still,0.5
still,1.1
still,0.8
still,1.2
still,0.2
still,0.3
still,1.7
still,0.9
still,0.3
still,0.8
still,3.5
still,1.3
still,1.5
still,1.3
still,0.5
still,0.3
still,0.7
still,1.1
still,2.2
still,0.2
still,0.6
still,2.0
still,4.2
still,1.4
still,5.6
still,5.2
still,0.2
still,0.4
still,0.4
still,0.6
still,0.3
still,1.5
still,1.7
still,2.7
still,1.1
still,0.3
still,3.0
still,2.9
still,0.2
still,0.4
still,0.2
still,0.4
still,0.6
still,0.2
still,1.3
still,0.5
still,0.5
still,0.2
still,3.4
still,2.4
still,4.6
still,0.4
still,0.7
still,0.3
still,0.3
still,0.5
still,0.2
still,0.4
still,0.2
still,0.2
still,1.2
still,2.2
still,1.9
still,0.2
still,0.6
still,0.9
still,1.0
still,9.1
still,2.7
still,14.3
still,2.8833333333333333
walking,3.4
walking,0.6
walking,4.5
walking,0.2
walking,5.7
walking,1.3
walking,3.1
walking,1.1
walking,1.8
walking,1.8
walking,0.7
walking,0.4
walking,0.8
walking,2.3
walking,0.5
walking,0.5
walking,0.8
walking,0.4
walking,1.6
walking,0.5
walking,1.5
walking,1.5
walking,1.2
walking,1.0
walking,0.6
walking,1.0
walking,1.4
walking,2.3
walking,0.7
walking,5.4
walking,2.0
walking,1.4
walking,0.9
walking,1.4
walking,2.2
walking,3.4
walking,0.9
walking,0.3
walking,3.8
walking,2.4
walking,1.8
walking,0.4
walking,0.8
walking,0.5
walking,0.4
walking,0.4
walking,1.3
walking,0.3
walking,0.2
walking,0.2
walking,2.7
walking,1.5
walking,0.2
walking,0.2
walking,2.7
walking,3.0
walking,1.0
walking,0.2
walking,3.4
walking,0.2
walking,0.9
walking,2.7
walking,1.5
walking,0.3
walking,1.2
walking,1.9
walking,1.9
walking,0.6
walking,0.2
walking,1.5
walking,1.4
walking,0.5
walking,0.2
walking,0.5
walking,1.2
walking,1.4
walking,0.4
walking,1.2
walking,1.6
walking,1.1
walking,0.5
walking,0.3
walking,0.7
walking,0.7
walking,0.7
walking,0.5
walking,0.3
walking,2.9
walking,0.9
walking,2.4
walking,0.3
walking,2.8
walking,2.3
walking,0.9
walking,2.0
walking,0.4
walking,0.3
walking,0.4
walking,2.3
walking,0.3
walking,0.3
walking,2.4
walking,1.5
walking,0.2
walking,0.3
walking,0.4
walking,0.5
walking,0.5
walking,1.3
walking,1.4
walking,0.3
walking,0.2
walking,1.0
walking,0.9
walking,0.7
walking,1.7
walking,0.6
walking,0.8
walking,0.2
walking,0.3
walking,1.5
walking,3.3
walking,0.2
walking,1.8
walking,0.7
walking,0.2
walking,0.8
walking,2.8
walking,0.9
walking,0.2
walking,0.2
walking,3.4
walking,1.0
walking,0.4
walking,0.4
walking,0.3
walking,0.9
walking,0.4
walking,1.1
walking,0.2
walking,0.2
walking,0.3
walking,0.7
walking,1.2
walking,2.1
walking,0.3
walking,1.6
walking,2.2
walking,1.0
walking,0.2
walking,1.3
walking,0.6
walking,1.5
walking,0.8
walking,0.9
walking,0.6
walking,1.6
walking,0.2
walking,1.1
walking,1.0
walking,1.1
walking,0.7
walking,1.1
walking,0.6
walking,0.9
walking,1.0
walking,3.4
walking,0.6
walking,0.2
walking,0.4
walking,0.7
walking,0.7
walking,1.8
walking,0.4
walking,0.3
walking,0.4
walking,0.5
walking,0.5
walking,0.3
walking,2.4
walking,0.2
walking,2.5
walking,0.9
walking,0.7
walking,1.0
walking,1.4
walking,3.4
walking,0.9
walking,0.3
walking,0.8
walking,0.7
walking,0.6
walking,2.7
walking,0.3
walking,1.0
walking,1.5
walking,0.9
walking,1.6
walking,0.2
walking,0.3
walking,1.2
walking,0.3
walking,2.6
walking,2.3
walking,0.8
walking,0.3
walking,0.5
walking,2.1
walking,2.6
walking,0.5
walking,1.0
walking,0.7
walking,0.8
walking,1.3
walking,0.4
walking,0.8
walking,0.2
walking,1.1
walking,1.2
walking,0.4
walking,0.5
walking,0.7
walking,1.3
walking,0.8
walking,0.2
walking,1.7
walking,0.8
walking,0.6
walking,0.2
walking,1.3
walking,1.0
walking,1.6
walking,3.5
walking,1.1
walking,1.1
walking,0.6
walking,1.0
walking,0.9
walking,0.7
walking,0.2
walking,2.2
walking,1.4
walking,0.3
walking,0.2
walking,1.3
walking,0.6
walking,0.2
walking,0.3
walking,0.4
walking,3.0
walking,1.0
walking,1.6
walking,0.4
walking,0.7
walking,0.5
walking,0.7
walking,1.0
walking,1.7
walking,0.9
walking,0.2
walking,2.9
walking,1.4
walking,0.8
walking,0.5
walking,0.5
walking,1.6
walking,1.1
walking,0.9
walking,0.8
walking,1.2
walking,1.6
walking,0.4
walking,0.5
walking,0.5
walking,0.4
walking,0.9
walking,1.0
walking,0.7
walking,0.5
walking,0.4
walking,0.5
walking,1.1
walking,0.3
walking,1.3
walking,0.4
walking,0.4
walking,1.9
walking,0.4
walking,1.1
walking,0.8
walking,1.4
walking,1.4
walking,1.4
walking,0.4
walking,0.6
walking,0.3
walking,0.3
walking,0.2
walking,4.5
walking,0.3
walking,1.2
walking,0.8
walking,0.2
walking,0.9
walking,0.8
walking,2.1
walking,1.5
walking,2.2
walking,1.4
walking,0.4
walking,2.1
walking,3.0
walking,0.2
walking,1.5
walking,0.4
walking,0.9
walking,1.4
walking,2.6
walking,0.8
walking,2.7
walking,1.0
walking,0.3
walking,0.6
walking,2.0
walking,0.4
walking,0.8
walking,0.2
walking,1.0
walking,1.2
walking,0.6
walking,2.0
walking,0.8
walking,0.3
walking,0.3
walking,0.3
walking,0.8
walking,0.2
walking,0.4
walking,2.3
walking,1.5
walking,0.3
walking,0.9
walking,0.4
walking,0.4
walking,0.4
walking,0.7
walking,0.4
walking,0.5
walking,0.3
walking,0.3
walking,0.6
walking,5.6
walking,1.2
walking,1.2
walking,0.7
walking,0.4
walking,0.2
walking,0.5
walking,1.0
walking,0.2
walking,0.4
walking,1.9
walking,0.2
walking,2.5
walking,0.2
walking,0.2
walking,0.6
walking,0.3
walking,0.6
walking,0.9
walking,1.6
walking,0.3
walking,0.9
walking,0.8
walking,0.7
walking,1.6
walking,0.2
walking,1.2
walking,0.2
walking,1.2
walking,0.3
walking,1.8
walking,2.1
walking,0.5
walking,0.4
walking,0.3
walking,0.6
walking,1.3
walking,0.6
walking,2.0
walking,0.9
walking,0.5
walking,0.4
walking,1.3
walking,1.9
walking,0.2
walking,0.4
walking,1.3
walking,1.1
walking,0.4
walking,0.5
walking,1.7
walking,1.5
walking,1.1
walking,0.4
walking,1.7
walking,0.2
walking,2.1
walking,0.9
walking,0.4
walking,0.3
walking,0.2
walking,1.2
walking,0.3
walking,0.4
walking,0.5
walking,0.3
walking,0.5
walking,0.4
walking,0.2
walking,0.5
walking,0.3
walking,0.5
walking,0.2
walking,0.4
walking,0.9
walking,0.5
walking,1.8
walking,0.4
walking,0.3
walking,1.7
walking,0.3
walking,1.1
walking,2.3
walking,0.5
walking,0.2
walking,0.8
walking,0.7
walking,0.8
walking,1.9
walking,0.4
walking,1.9
walking,1.6
walking,1.2
walking,0.3
walking,0.6
walking,1.3
walking,1.1
walking,0.4
walking,1.2
walking,0.9
walking,0.5
walking,2.3
walking,0.7
walking,0.6
walking,0.7
walking,1.1
walking,0.4
walking,1.6
walking,1.1
walking,1.5
walking,0.9
walking,1.7
walking,2.2
walking,0.2
walking,0.4
walking,0.8
walking,0.3
walking,0.9
walking,0.3
walking,0.6
walking,1.5
walking,1.6
walking,2.2
walking,0.9
walking,0.9
walking,0.6
walking,2.5
walking,0.2
walking,0.5
walking,1.3
walking,0.2
walking,0.8
walking,0.3
walking,0.3
walking,1.3
walking,0.3
walking,0.2
walking,0.7
walking,0.4
walking,1.1
walking,0.4
walking,0.5
walking,0.9
walking,2.1
walking,3.1
walking,0.4
walking,0.2
walking,0.2
walking,0.2
walking,1.1
walking,2.1
walking,2.4
walking,0.5
walking,0.2
walking,1.4
walking,0.5
walking,2.1
walking,0.7
walking,0.5
walking,0.4
walking,0.2
walking,1.6
walking,0.2
walking,0.6
walking,1.1
walking,1.8
walking,1.9
walking,2.0
walking,0.4
walking,0.9
walking,1.1
walking,0.3
walking,1.1
walking,0.3
walking,0.4
walking,0.3
walking,3.0
walking,0.2
walking,1.7
walking,1.3
walking,0.3
walking,0.5
walking,1.1
walking,1.0
walking,0.7
walking,0.3
walking,0.9
walking,0.7
walking,0.2
walking,0.6
walking,0.4
walking,0.3
walking,0.8
walking,0.8
walking,0.3
walking,0.6
walking,1.9
walking,1.0
walking,3.9
walking,0.4
walking,0.3
walking,1.8
walking,0.7
walking,1.2
walking,0.2
walking,0.4
walking,0.3
walking,1.5
walking,2.2
walking,0.8
walking,0.7
walking,0.3
walking,1.2
walking,2.1
walking,0.2
walking,1.6
walking,0.5
walking,0.9
walking,2.2
walking,0.4
walking,2.1
walking,0.6
walking,0.2
walking,1.9
walking,0.7
walking,2.3
walking,0.8
walking,1.1
walking,0.2
walking,0.8
walking,1.9
walking,0.5
walking,0.3
walking,0.9
walking,1.6
walking,0.7
walking,0.3
walking,0.6
walking,0.3
walking,0.2
walking,0.4
walking,1.1
walking,0.2
walking,0.2
walking,0.5
walking,2.4
walking,0.8
walking,0.6
walking,0.2
walking,0.5
walking,0.9
walking,0.7
walking,0.2
walking,1.3
walking,1.4
walking,0.4
walking,0.2
walking,0.2
walking,3.7
walking,1.7
walking,0.6
walking,0.7
walking,0.5
walking,0.4
walking,0.2
walking,0.4
walking,0.5
walking,0.2
walking,0.2
walking,2.3
walking,1.4
walking,2.7
walking,0.3
walking,1.8
walking,0.2
walking,0.4
walking,0.2
walking,0.2
walking,0.8
walking,0.4
walking,1.0
walking,0.3
walking,0.4
walking,0.7
walking,0.2
rearing,1.4
rearing,0.2
rearing,0.7
rearing,1.6
rearing,0.2
rearing,1.5
rearing,1.4
rearing,1.6
rearing,1.1
rearing,2.4
rearing,0.4
rearing,2.1
rearing,0.7
rearing,0.6
rearing,0.9
rearing,0.4
rearing,1.0
rearing,0.3
rearing,0.6
rearing,2.4
rearing,0.2
rearing,0.7
rearing,1.2
rearing,1.1
rearing,0.7
rearing,0.9
rearing,0.2
rearing,0.6
rearing,0.2
rearing,0.3
rearing,2.3
rearing,1.7
rearing,1.0
rearing,1.8
rearing,0.2
rearing,0.4
rearing,2.6
rearing,0.9
rearing,1.3
rearing,1.5
rearing,1.6
rearing,0.3
rearing,0.2
rearing,0.2
rearing,1.4
rearing,1.8
rearing,4.1
rearing,1.3
rearing,1.9
rearing,2.3
rearing,1.8
rearing,1.2
rearing,1.4
rearing,0.2
rearing,1.3
rearing,1.8
rearing,1.3
rearing,2.2
rearing,2.6
rearing,1.3
rearing,0.6
rearing,1.0
rearing,0.4
rearing,0.6
rearing,0.2
rearing,0.8
rearing,0.8
rearing,1.8
rearing,1.2
rearing,0.4
rearing,0.2
rearing,0.9
rearing,2.0
rearing,0.4
rearing,0.6
rearing,0.6
rearing,1.1
rearing,1.7
rearing,0.8
rearing,1.3
rearing,0.8
rearing,1.1
rearing,0.7
rearing,1.0
rearing,1.2
rearing,0.4
rearing,0.2
rearing,1.3
rearing,1.2
rearing,1.0
rearing,2.3
rearing,0.4
rearing,0.8
rearing,1.4
rearing,1.4
rearing,1.0
rearing,0.6
rearing,0.5
rearing,0.9
rearing,1.4
rearing,2.8
rearing,1.3
rearing,4.8
rearing,1.6
rearing,1.4
rearing,0.4
rearing,0.4
rearing,0.2
rearing,2.0
rearing,1.1
rearing,0.4
rearing,0.8
rearing,0.3
rearing,1.8
rearing,0.4
rearing,0.9
rearing,0.4
rearing,0.3
rearing,0.6
rearing,0.6
rearing,0.7
rearing,1.3
rearing,2.5
rearing,5.3
rearing,0.2
rearing,0.9
rearing,0.8
rearing,1.0
rearing,3.6
rearing,0.3
rearing,0.3
rearing,2.1
rearing,0.9
rearing,1.6
rearing,2.3
rearing,2.4
rearing,0.2
rearing,0.7
rearing,0.2
rearing,0.2
rearing,2.3
rearing,0.2
rearing,0.3
rearing,0.5
rearing,0.7
rearing,0.2
rearing,1.2
rearing,0.9
rearing,2.6
rearing,0.2
rearing,5.3
rearing,1.3
rearing,0.9
rearing,0.5
rearing,2.2
rearing,2.2
rearing,1.0
rearing,1.0
rearing,2.8
rearing,0.6
rearing,0.2
rearing,2.5
rearing,1.8
rearing,0.2
rearing,0.5
rearing,0.2
rearing,0.9
rearing,0.5
rearing,0.4
rearing,1.8
rearing,0.5
rearing,0.2
rearing,0.8
rearing,0.9
rearing,0.7
rearing,0.9
rearing,0.4
rearing,0.9
rearing,0.2
rearing,1.1
rearing,0.2
rearing,0.8
rearing,0.3
rearing,0.7
rearing,0.2
rearing,0.9
rearing,1.0
rearing,1.8
rearing,1.2
rearing,7.0
rearing,1.2
rearing,2.2
rearing,0.9
rearing,0.6
rearing,0.3
rearing,2.1
rearing,0.2
rearing,0.2
rearing,1.2
rearing,0.5
rearing,1.1
rearing,1.2
rearing,1.3
rearing,2.1
rearing,0.9
rearing,0.7
rearing,1.2
rearing,0.5
rearing,0.3
rearing,0.2
rearing,0.9
rearing,0.6
rearing,0.2
rearing,0.3
rearing,1.6
rearing,0.2
grooming,0.7
grooming,0.5
grooming,0.7
grooming,0.2
grooming,0.3
grooming,0.2
grooming,0.2
grooming,0.3
grooming,2.0
grooming,1.3
grooming,0.2
grooming,0.2
grooming,0.8
grooming,0.2
grooming,0.2
grooming,0.4
grooming,0.3
grooming,0.4
grooming,1.4
grooming,3.5
grooming,0.3
grooming,0.3
grooming,0.2
grooming,0.3
grooming,0.2
grooming,14.2
grooming,0.5
grooming,0.2
grooming,2.4
grooming,3.4
grooming,0.2
grooming,0.6
grooming,0.4
grooming,3.5
grooming,0.2
grooming,0.2
grooming,1.9
grooming,1.6
grooming,3.6
grooming,0.3
grooming,0.8
grooming,0.9
grooming,0.4
grooming,2.3
grooming,6.3
grooming,4.8
grooming,4.2
grooming,4.4
grooming,8.9
grooming,0.3
grooming,0.2
grooming,0.3
grooming,0.4
grooming,0.2
grooming,0.4
grooming,0.2
grooming,0.2
grooming,1.2
grooming,0.5
grooming,0.2
grooming,0.3
grooming,0.8
grooming,0.7
grooming,10.7
grooming,3.0
grooming,0.2
grooming,0.4
grooming,1.8
grooming,0.2
grooming,0.6
grooming,1.0
grooming,0.2
grooming,0.3
grooming,1.2
grooming,1.2
grooming,0.3
grooming,0.8
grooming,0.8
grooming,0.8
grooming,0.2
grooming,0.2
grooming,0.8
grooming,0.7
grooming,0.2
grooming,1.1
grooming,0.2
grooming,0.4
grooming,0.2
grooming,0.8
grooming,0.6
grooming,0.2
grooming,0.2
grooming,0.2
grooming,0.7
grooming,2.8
grooming,6.6
grooming,3.6
grooming,4.3
grooming,4.0
grooming,0.3
grooming,0.2
grooming,0.6
grooming,0.2
grooming,0.3
grooming,0.4
grooming,0.9
grooming,0.3
grooming,0.5
grooming,1.5
grooming,0.6
grooming,1.0
grooming,0.3
grooming,0.2
grooming,0.2
grooming,0.2
grooming,0.3
grooming,0.2
grooming,0.3
grooming,0.5
grooming,0.4
grooming,0.3
grooming,1.7
grooming,2.9
grooming,6.9
grooming,2.0
grooming,8.5
grooming,1.9
licking hindpaw L,0.2
licking hindpaw L,0.5
licking hindpaw L,0.4
licking hindpaw L,0.5
licking hindpaw L,0.3
licking hindpaw L,0.4
licking hindpaw L,0.5
licking hindpaw L,0.4
licking hindpaw L,0.6
licking hindpaw L,1.4
licking hindpaw L,1.6
licking hindpaw L,0.7
licking hindpaw L,0.8
licking hindpaw L,0.4
licking hindpaw L,0.8
licking hindpaw L,5.6
licking hindpaw L,0.2
licking hindpaw L,0.7
licking hindpaw L,1.2
licking hindpaw L,4.3
licking hindpaw L,0.2
licking hindpaw L,0.6
licking hindpaw L,0.2
licking hindpaw L,0.2
licking hindpaw L,0.6
licking hindpaw L,0.8
licking hindpaw L,0.4
licking hindpaw L,2.8
licking hindpaw L,0.3
licking hindpaw L,0.6
licking hindpaw L,0.8
licking hindpaw L,2.0
licking hindpaw L,1.4
licking hindpaw L,0.8
licking hindpaw L,0.5
licking hindpaw L,0.7
licking hindpaw L,2.1
licking hindpaw L,2.3
licking hindpaw L,0.8
licking hindpaw L,0.4
licking hindpaw L,6.8
licking hindpaw L,0.2
licking hindpaw L,0.2
licking hindpaw L,0.3
licking hindpaw L,1.8
licking hindpaw L,2.4
licking hindpaw L,0.5
licking hindpaw L,0.9
licking hindpaw L,5.3
licking hindpaw L,3.2
licking hindpaw L,2.0
licking hindpaw L,0.3
licking hindpaw L,0.8
licking hindpaw L,5.7
licking hindpaw L,2.7
licking hindpaw L,0.2
licking hindpaw L,2.4
licking hindpaw L,1.7
licking hindpaw L,1.9
licking hindpaw L,1.2
licking hindpaw L,0.4
licking hindpaw L,0.6
licking hindpaw L,1.4
licking hindpaw L,4.4
licking hindpaw L,11.9
licking hindpaw L,2.6
licking hindpaw L,4.9
licking hindpaw L,4.0
licking hindpaw L,0.5
licking hindpaw L,0.3
licking hindpaw L,1.0
licking hindpaw L,5.1
licking hindpaw L,2.4
licking hindpaw L,2.8
licking hindpaw L,0.8
licking hindpaw L,0.2
licking hindpaw L,0.8
licking hindpaw L,0.3
licking hindpaw L,0.3
licking hindpaw L,0.7
licking hindpaw L,1.3
licking hindpaw L,2.8
licking hindpaw L,0.2
licking hindpaw L,0.8
licking hindpaw L,2.7
licking hindpaw L,18.0
licking hindpaw L,1.8
licking hindpaw L,5.6
licking hindpaw L,11.6
licking hindpaw R,
still,0.8
still,0.2
still,0.8
still,0.4
still,0.2
still,1.0
still,0.7
still,0.2
still,0.2
still,0.2
still,0.2
still,0.7
still,0.5
still,0.6
still,0.7
still,0.3
still,0.8
still,0.2
still,0.3
still,0.3
still,1.0
still,1.2
still,0.2
still,0.5
still,0.2
still,0.2
still,0.2
still,1.1
still,0.2
still,0.9
still,0.7
still,0.2
still,0.8
still,0.2
still,1.4
still,0.7
still,0.3
still,1.9
still,1.3
still,2.4
still,0.8
still,1.2
still,4.4
still,2.4
still,7.0
still,1.5
still,1.6
still,2.8
still,0.4
still,1.0
still,0.2
still,6.4
still,5.6
still,3.7
still,0.9
still,6.2
still,3.6
still,9.8
still,0.2
still,2.9
still,0.2
still,1.8
still,0.4
still,0.3
still,1.8
still,0.6
still,0.2
still,0.6
still,0.4
still,0.4
still,0.7
still,0.7
still,2.8
still,0.4
still,0.8
still,0.4
still,0.7
still,0.8
still,0.8
still,1.4
still,2.6
still,1.4
still,0.2
still,0.3
still,0.4
still,1.2
still,0.2
still,0.2
still,0.7
still,0.4
still,1.1
still,0.2
still,0.2
still,0.2
still,0.3
still,5.0
still,0.8
still,0.5
still,2.7
still,2.2
still,2.6
still,1.3
still,0.2
still,0.5
still,8.4
still,3.0
still,0.3
still,0.8
still,2.4
still,3.2
still,0.8
still,0.6
still,0.2
still,0.2
still,0.5
still,0.5
still,1.9
still,3.1
still,0.5
still,0.9
still,0.4
still,1.1
still,2.0
still,0.3
still,1.8
still,1.7
still,0.2
still,2.5
still,2.2
still,0.4
still,0.8
still,0.3
still,1.4
still,0.3
still,0.3
still,1.8
still,1.2
still,2.9
still,0.2
still,0.5
still,1.4
still,1.0
still,0.3
still,0.3
still,1.6
still,0.6
still,0.8
still,1.0
still,0.6
still,0.6
still,0.5
still,0.4
still,0.4
still,0.6
still,0.3
still,0.2
still,0.5
still,0.3
still,0.3
still,0.7
still,0.6
still,1.6
still,0.2
still,1.3
still,0.2
still,1.0
still,0.5
still,0.4
still,1.3
still,1.0
still,0.3
still,6.5
still,0.4
still,0.2
still,0.4
still,0.2
still,0.2
still,0.8
still,0.4
still,0.7
still,1.0
still,0.3
still,1.1
still,0.4
still,1.0
still,0.5
still,0.3
still,0.9
still,1.0
still,0.2
still,0.7
still,0.2
still,0.3
still,0.4
still,0.7
still,0.3
still,0.8
still,0.2
still,0.9
still,0.3
still,0.6
still,0.2
still,0.4
still,0.2
still,0.7
still,0.7
still,0.6
still,0.4
still,0.3
still,0.4
still,7.8
still,2.6
still,0.2
still,1.8
still,0.7
still,1.7
still,2.0
still,0.5
still,0.4
still,0.3
still,1.6
still,2.0
still,1.7
still,0.2
still,1.7
still,0.7
still,0.4
still,0.7
still,4.5
still,1.3
still,1.9
still,0.6
still,3.6
still,0.5
still,11.7
still,2.6
still,2.0
still,0.7
still,0.5
still,1.1
still,3.0
still,3.0
still,0.2
still,0.3
still,6.7
still,0.3
still,0.6
still,3.9
still,0.3
still,0.7
still,0.2
still,0.2
still,0.7
still,0.3
still,0.6
still,0.4
still,0.2
still,0.5
still,0.9
still,2.5
still,0.2
still,0.3
still,2.6
still,2.7
still,2.4
still,0.4
still,3.6
still,1.0
still,1.4
still,0.2
still,0.3
still,1.3
still,0.2
still,1.3
still,0.9
still,0.8
still,0.2
still,0.3
still,1.0
still,1.9
still,1.3
still,0.4
still,2.3
still,0.4
still,0.6
still,0.2
still,0.2
still,1.4
still,0.3
still,0.2
still,2.7
still,0.5
still,0.2
still,0.7
still,0.3
still,0.5
still,1.2
still,1.1
still,0.6
still,0.3
still,0.4
still,0.7
still,0.3
still,0.2
still,1.1
still,0.5
still,0.2
still,2.2
still,0.6
still,0.2
still,0.2
still,1.0
still,0.8
still,2.8
still,4.7
still,3.5
still,0.2
still,4.1
still,1.2
still,0.2
still,1.8
still,1.8
still,0.5
still,1.0
still,1.9
