Time_bin,still,still_SEM,walking,walking_SEM,rearing,rearing_SEM,grooming,grooming_SEM,licking hindpaw L,licking hindpaw L_SEM,licking hindpaw R,licking hindpaw R_SEM
15,0.1905,0.03356672459445515,0.33216666666666667,0.024364192760871203,0.32633333333333336,0.045729761765300185,0.136,0.03123050503024958,0.015,0.014230249470757706,0.0,0.0
16,0.20916666666666667,0.05024896350506479,0.33666666666666667,0.02406010991015812,0.3628333333333333,0.053217086855006764,0.09133333333333334,0.018177825319144567,0.0,0.0,0.0,0.0
17,0.21116666666666667,0.04037054068941306,0.32733333333333325,0.02910536414859333,0.3313333333333333,0.045661070216688235,0.12666666666666665,0.030998207833500453,0.0035000000000000005,0.0033203915431767985,0.0,0.0
18,0.22283333333333336,0.04137434121664188,0.383,0.027972009819341424,0.309,0.03882882663405859,0.07733333333333334,0.021561539833694625,0.007833333333333335,0.006920380529036439,0.0,0.0
19,0.269,0.07724786944203271,0.2463333333333333,0.03061571854819387,0.27749999999999997,0.05686741402400657,0.193,0.06391739460689345,0.011166666666666667,0.010593630161564069,0.003,0.002846049894151541
20,0.22716666666666666,0.034145969340790755,0.3446666666666667,0.0237835143651134,0.30250000000000005,0.03680372112828931,0.12466666666666668,0.043014726160544914,0.001,0.0009486832980505137,0.0,0.0
21,0.1993333333333333,0.05006284938843262,0.2976666666666667,0.03229224193035982,0.35216666666666663,0.05084565424454243,0.147,0.05013249112767753,0.0021666666666666666,0.001203005495507906,0.0016666666666666666,0.0015811388300841893
22,0.1705,0.030940848584211637,0.3278333333333333,0.04031545747118729,0.35966666666666663,0.05049631449697866,0.14166666666666666,0.05069023574614741,0.0,0.0,0.0003333333333333334,0.00031622776601683805
23,0.23933333333333334,0.05113174704188734,0.3208333333333334,0.025451751740630087,0.33616666666666667,0.061092848281211365,0.07416666666666667,0.022427971127342055,0.024833333333333332,0.02355896856825443,0.004666666666666667,0.004427188724235731
24,0.22416666666666668,0.049774072902800844,0.3486666666666666,0.03267329864651631,0.29983333333333334,0.04243455745812211,0.12366666666666666,0.037008107219905204,0.0,0.0,0.0036666666666666666,0.0034785054261852167
25,0.22433333333333333,0.05817416379573782,0.24416666666666664,0.036289155098703764,0.2871666666666667,0.04133336693547021,0.2395,0.07233949666522277,0.0016666666666666666,0.0015811388300841893,0.003166666666666667,0.0021660255461712972
26,0.2508333333333333,0.060390051608963984,0.24766666666666665,0.035453569010123025,0.29566666666666663,0.03991045532745078,0.20516666666666666,0.05149619727060759,0.0006666666666666668,0.000632455532033676,0.0,0.0
27,0.26566666666666666,0.06182286524148381,0.2736666666666666,0.03800423952958698,0.29050000000000004,0.04039942931390106,0.1701666666666667,0.05277280970769365,0.0,0.0,0.0,0.0
28,0.2806666666666667,0.06196871970778661,0.30066666666666664,0.027969427754047607,0.3076666666666667,0.05891811643666525,0.10733333333333332,0.02297728346771122,0.002,0.0018973665961010272,0.0016666666666666666,0.0010540925533894597
29,0.20800000000000002,0.06381474925299183,0.33100000000000007,0.04364961499130191,0.3443333333333333,0.06448867256262054,0.11533333333333333,0.025961295978608016,0.0013333333333333335,0.0008432740427115679,0.0,0.0
30,0.21400000000000002,0.0389908821250416,0.2931666666666667,0.04943708122452215,0.36350000000000005,0.05272541554548854,0.12933333333333333,0.036790850311818925,0.0,0.0,0.0,0.0
