,still,walking,rearing,grooming,licking hindpaw L,licking hindpaw R
still,0.0,0.7808988764044944,0.15938410320432791,0.05638784852267998,0.003121098626716604,0.00020807324178110696
walking,0.5594135802469136,0.0,0.37222222222222223,0.06682098765432098,0.0007716049382716049,0.0007716049382716049
rearing,0.1809259654363132,0.47706422018348627,0.0,0.34158310219756777,0.0002133560913164071,0.0002133560913164071
grooming,0.1328191945158526,0.20608397600685519,0.6456726649528706,0.0,0.010282776349614395,0.005141388174807198
licking hindpaw L,0.4666666666666667,0.08888888888888889,0.044444444444444446,0.4,0.0,0.0
licking hindpaw R,0.10526315789473684,0.21052631578947367,0.0,0.6842105263157895,0.0,0.0
