Group,Condition,Time Group,Behavior,Fraction Time,Bouts per Minute,Mean Bout Duration (s)
Combined,Control,0-10 min,2,0.22454545454545455,9.818181818181818,1.3722222222222222
Combined,Control,0-10 min,1,0.4662121212121212,24.727272727272727,1.13125
Combined,Control,0-10 min,0,0.2865151515151515,21.90909090909091,0.7846473029045644
Combined,Control,0-10 min,3,0.022727272727272728,2.1818181818181817,0.625
Combined,Control,11-30 min,0,0.32359649122807016,22.36842105263158,0.868
Combined,Control,11-30 min,2,0.23175438596491227,11.263157894736842,1.2345794392523364
Combined,Control,11-30 min,3,0.06280701754385964,3.4210526315789473,1.1015384615384616
Combined,Control,11-30 min,1,0.3425438596491228,22.94736842105263,0.8956422018348624
Combined,Control,11-30 min,4,0.03912280701754386,0.9473684210526315,2.4777777777777774
Combined,Control,11-30 min,5,0.00017543859649122806,0.05263157894736842,0.2
