Group,Condition,Time Group,Behavior,Fraction Time,Bouts per Minute,Mean Bout Duration (s)
Combined,Control,0-10 min,1,0.43893939393939396,21.454545454545453,1.227542372881356
Combined,Control,0-10 min,2,0.3253030303030303,18.636363636363637,1.0473170731707317
Combined,Control,0-10 min,3,0.12681818181818183,10.363636363636363,0.7342105263157895
Combined,Control,0-10 min,0,0.10893939393939393,11.727272727272727,0.5573643410852713
Combined,Control,11-30 min,3,0.22394736842105264,18.210526315789473,0.7378612716763006
Combined,Control,11-30 min,2,0.42429824561403506,24.57894736842105,1.03576017130621
Combined,Control,11-30 min,1,0.2733333333333333,19.105263157894736,0.8584022038567494
Combined,Control,11-30 min,0,0.0780701754385965,7.842105263157895,0.5973154362416107
Combined,Control,11-30 min,4,0.0003508771929824561,0.05263157894736842,0.4
